CORE_ID,SOURCE_SITEID,SOURCE_SUB,LATITUDE,LONGITUDE,LOC_SOURCE_FORMAT,LOC_ACCURACY_NOTES,PROV_TERR,SAMPLING_YR,SAMPLING_MONTH,SAMPLING_DATE,SAMPLING_ST,CSSC_CODE,CSSC_ORDER,CSSC_GREAT_GROUP,CSSC_GGSG,ORG_DEPTH,BASE_Y_N,BASE_RSR,PERC_BD_MEAS,PERC_C_MEAS,PERMAFROST,ACTIVE_DPT,WT_DEPTH,ORG_C_MGHA,CWCS_CLASS,FEN_TYPE,CWCS_FORM,CWCS_TYPE,TREED,CORE_POSITION,DISTURBANCE,MICROFORM,OTHER_DESC,VEGETATION
13,Z-1970-13,Z-1970-13,54.78,-102.47,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",SK,1970,,,ZMX,,,,,190,Y,,100,0,Y,43,,822.9,bog,,peat plateau,,N,,,,,Sphagnum; Rhododendron groenlandicum
14,Z-1970-14,Z-1970-14,54.85,-102.5,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",SK,1970,,,ZMX,,,,,178,Y,,100,0,Y,48,,867.7,bog,,peat plateau,,N,,,,,Sphagnum; Rhododendron groenlandicum
15,Z-1970-15,Z-1970-15,54.75,-101.73,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,221,Y,,100,0,Y,41,,1062.7,bog,,peat plateau,,N,,,,,Sphagnum; Rhododendron groenlandicum
16,Z-1970-16,Z-1970-16,54.32,-102.12,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",SK,1970,,,ZMX,,,,,157,Y,,100,0,Y,41,,781.9,bog,,peat plateau,treed : coniferous,Y,,,,,Sphagnum; feathermoss
17,Z-1970-17,Z-1970-17,54.32,-102.42,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",SK,1970,,,ZMX,,,,,292,Y,,100,0,Y,46,,1272,bog,,peat plateau,treed : coniferous,Y,,,,,Sphagnum; feathermoss
18,Z-1970-18,Z-1970-18,54.15,-103.55,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",SK,1970,,,ZMX,,,,,290,Y,,100,0,Y,74,,1319.2,bog,,peat plateau,treed : coniferous,Y,,,,,Sphagnum; feathermoss
19,Z-1970-19,Z-1970-19,54.63,-101.38,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,475,Y,,100,0,Y,61,,2099.7,bog,,peat plateau,treed : coniferous,Y,,,,,Sphagnum; Rhododendron groenlandicum
20,Z-1970-20,Z-1970-20,54.7,-101.78,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,206,Y,,100,0,Y,51,,847.4,bog,,peat plateau,,N,,,,,Sphagnum; Rhododendron groenlandicum
21,Z-1970-21,Z-1970-21,54.43,-101.38,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,196,Y,,100,0,Y,83,,1019.9,bog,,palsa,treed : coniferous,Y,,,,,Sphagnum; feathermoss
22,Z-1970-22,Z-1970-22,54.27,-101.4,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,86,Y,,100,0,Y,51,,284.5,bog,,peat plateau,treed : coniferous,Y,,,,,Picea mariana; Sphagnum
23,Z-1970-23,Z-1970-23,54.42,-101.37,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,226,Y,,100,0,Y,50,,1183.2,bog,,palsa,treed : coniferous,Y,,,,,Sphagnum; feathermoss
24,Z-1970-24,Z-1970-24,54.45,-101.25,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,84,Y,,78.6,0,Y,51,,388.5,bog,,palsa,treed : coniferous,Y,,,,,Sphagnum; feathermoss
25,Z-1970-25,Z-1970-25,54.52,-99.53,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,182,Y,,100,0,Y,45,,974.3,bog,,palsa,treed : coniferous,Y,,,,,Sphagnum; feathermoss
26,Z-1970-26,Z-1970-26,54.62,-99.37,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,155,Y,,100,0,Y,71,,581.3,bog,,palsa,treed : coniferous,Y,,,,,Sphagnum; lichen
27,Z-1970-27,Z-1970-27,55.5,-98.12,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,546,Y,,100,0,Y,70,,1674.4,bog,,peat plateau,treed : coniferous,Y,,,,,Sphagnum; lichen
28,Z-1970-28,Z-1970-28,55.4,-98.28,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,249,Y,,100,0,Y,78,,1262.1,bog,,palsa,,U,,burned,,,
29,Z-1970-29,Z-1970-29,54.6,-100.83,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,229,Y,,100,0,Y,43,,1230.9,bog,,peat plateau,treed : coniferous,Y,,,,,Sphagnum; Rhododendron groenlandicum
30,Z-1970-30,Z-1970-30,54.6,-100.82,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,277,Y,,100,0,Y,63,,937.7,bog,,peat plateau,treed : coniferous,Y,,,,,Sphagnum; feathermoss
31,Z-1970-31,Z-1970-31,54.57,-101.37,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,277,Y,,100,0,Y,45,,1304.5,bog,,peat plateau,treed : coniferous,Y,,,,,Sphagnum; feathermoss
32,Z-1970-32,Z-1970-32,54.63,-101.58,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",MB,1970,,,ZMX,,,,,468,Y,,100,0,Y,94,,2067.2,bog,,peat plateau,,N,,,,,Sphagnum; Rhododendron groenlandicum
33,Z-1971-1,Z-1971-1,65.62,-129.27,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,130,Y,,100,0,Y,11,,414.2,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; lichen
34,Z-1971-2,Z-1971-2-A,65.62,-129.25,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,337,Y,,100,0,Y,22,,1552.6,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,Sphagnum; lichen
35,Z-1971-2,Z-1971-2-B,65.62,-129.25,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,264,Y,,100,0,Y,20,,1367.6,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum
36,Z-1971-2,Z-1971-2-C,65.62,-129.25,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,334,Y,,100,0,N,,,1601.7,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,
37,Z-1971-3,Z-1971-3,64.63,-128.92,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,270,Y,,100,0,Y,28,,1101.8,bog,,palsa,treed : coniferous,Y,center,,,,Sphagnum; lichen
38,Z-1971-4,Z-1971-4,66.12,-129.52,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,127,Y,,100,0,Y,15,,734.9,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; lichen
39,Z-1971-5,Z-1971-5-A,66.1,-128.35,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,177,Y,,100,0,Y,19,,1176.3,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,Sphagnum; lichen
40,Z-1971-5,Z-1971-5-B,66.1,-128.35,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,168,Y,,100,0,Y,20,,1340.2,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; lichen
41,Z-1971-5,Z-1971-5-C,66.1,-128.35,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,180,Y,,100,0,N,,,884.8,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,
42,Z-1971-6,Z-1971-6-A,66.1,-128.35,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,178,Y,,100,0,Y,22,,987.7,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,
43,Z-1971-6,Z-1971-6-B,66.1,-128.35,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,165,Y,,100,0,N,,,724.6,fen,moderately rich,horizontal,,N,,,,,
44,Z-1971-7,Z-1971-7-A,65.93,-129.83,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,345,Y,,100,0,N,,,1195.5,fen,moderately rich,horizontal,,N,,,,,
45,Z-1971-7,Z-1971-7,65.93,-129.83,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,335,Y,,100,0,Y,15,,1161.9,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,Sphagnum; lichen
46,Z-1971-8,Z-1971-8,65.93,-129.75,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,239,Y,,100,0,Y,23,,1048.6,bog,,peat plateau,,N,"edge, margin, or rim",burned,,,Sphagnum
47,Z-1971-9,Z-1971-9,66.3,-128.38,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,102,Y,,100,0,Y,20,,534,bog,,peat plateau,lichen,N,center,,,,lichen
48,Z-1971-10,Z-1971-10-A,66.3,-128.42,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,208,Y,,100,0,Y,15,,2111.2,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; lichen
49,Z-1971-10,Z-1971-10-B,66.3,-128.42,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,94,Y,,100,0,Y,25,,871.8,bog,,peat plateau,,N,"edge, margin, or rim",,,,Rhododendron groenlandicum; lichen
50,Z-1971-10,Z-1971-10-C,66.3,-128.42,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,104,Y,,100,0,Y,23,,1092.7,bog,,peat plateau,,N,"edge, margin, or rim",,,,Rhododendron groenlandicum; lichen
51,Z-1971-11,Z-1971-11-A,67.62,-133.25,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,348,Y,,100,0,Y,25,,1927.2,bog,,polygonal peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,Sphagnum; Picea mariana
52,Z-1971-11,Z-1971-11-B,67.62,-133.25,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,315,Y,,100,0,Y,24,,1463.4,bog,,polygonal peat plateau,treed : coniferous,Y,,,,,Sphagnum; Picea mariana
53,Z-1971-12,Z-1971-12,67.62,-133.25,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,353,Y,,100,0,Y,28,,1409.2,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,Sphagnum; lichen
54,Z-1971-13,Z-1971-13-A,67.62,-133.25,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,356,Y,,100,0,Y,25,,1829.5,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; lichen
55,Z-1971-14,Z-1971-14,67.53,-134.2,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,199,Y,,100,0,Y,20,,1077.8,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; Hylocomium
56,Z-1971-15,Z-1971-15-A,67.65,-133.67,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,196,Y,,100,0,Y,25,,771.5,bog,,polygonal peat plateau,lichen,N,"edge, margin, or rim",,,,lichen
57,Z-1971-15,Z-1971-15-C,67.65,-133.67,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,109,N,N,100,0,Y,28,,303.6,bog,,polygonal peat plateau,lichen,N,"edge, margin, or rim",,,,lichen
58,Z-1971-15,Z-1971-15-D,67.65,-133.67,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,183,Y,,100,0,Y,25,,665.8,bog,,polygonal peat plateau,lichen,N,center,,,,lichen
59,Z-1971-16,Z-1971-16-A,67.65,-133.67,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,338,Y,,100,0,Y,28,,1934.6,bog,,polygonal peat plateau,lichen,N,"edge, margin, or rim",,,,lichen
60,Z-1971-16,Z-1971-16-B,67.65,-133.67,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,195,N,N,100,0,Y,25,,447.3,bog,,polygonal peat plateau,lichen,N,"edge, margin, or rim",,,,lichen
61,Z-1971-17,Z-1971-17,67.45,-133.78,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,66,Y,,100,0,Y,30,,449.7,fen,moderately rich,,shrub,N,,,,,Betula; Salix
62,Z-1971-18,Z-1971-18-A,67.45,-133.78,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,142,Y,,100,0,Y,25,,754.6,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,Rhododendron groenlandicum; lichen
63,Z-1971-18,Z-1971-18-B,67.45,-133.78,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,193,Y,,100,0,Y,25,,1091.8,bog,,peat plateau,treed : coniferous,Y,center,,,,Rhododendron groenlandicum; Sphagnum
64,Z-1971-19,Z-1971-19-A,67.77,-131.93,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,180,Y,,100,0,Y,33,,838.5,bog,,polygonal peat plateau,,N,"edge, margin, or rim",,,,Betula; lichen
65,Z-1971-19,Z-1971-19-B,67.77,-131.93,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,196,Y,,100,0,Y,36,,763.9,bog,,polygonal peat plateau,,N,center,,,,lichen; Sphagnum
66,Z-1971-20,Z-1971-20,67.77,-131.93,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,114,Y,,100,0,Y,38,,767.7,bog,,peat plateau,shrub,N,,,,,Salix; lichen
67,Z-1971-21,Z-1971-21,67.68,-132.08,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,305,Y,,100,0,Y,48,,1306.2,bog,,polygonal peat plateau,lichen,N,center,,,,lichen
68,Z-1971-22,Z-1971-22-A,67.68,-132.08,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,84,Y,,100,0,Y,23,,443.2,bog,,polygonal peat plateau,moss : Sphagnum,N,"edge, margin, or rim",,,,Sphagnum
69,Z-1971-22,Z-1971-22-B,67.68,-132.08,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,130,N,N,100,0,Y,41,,419,bog,,polygonal peat plateau,,N,"edge, margin, or rim",,,,Sphagnum; lichen
70,Z-1971-22,Z-1971-22-C,67.68,-132.08,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,102,N,Y,100,0,Y,40,,318.5,bog,,polygonal peat plateau,lichen,N,center,,,,lichen
71,Z-1971-23,Z-1971-23-A,67.1,-134.28,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,323,Y,,100,0,Y,30,,1119.6,bog,,palsa,treed : coniferous,Y,center,,,,Sphagnum; lichen
72,Z-1971-23,Z-1971-23-B,67.1,-134.28,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,259,Y,,100,0,Y,56,,846.7,bog,,palsa,graminoid : sedge,N,"edge, margin, or rim",,,,sedge
73,Z-1971-24,Z-1971-24-A,67.1,-134.28,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,305,Y,,100,0,Y,33,,1117.8,bog,,peat plateau,,N,"edge, margin, or rim",,,,Rhododendron groenlandicum; lichen
74,Z-1971-25,Z-1971-25-A,67.1,-134.28,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,107,Y,,100,0,Y,28,,853.6,bog,,palsa,graminoid : sedge,N,,,,,sedge; moss
75,Z-1971-25,Z-1971-25-B,67.1,-134.28,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,188,Y,,100,0,N,,,940.7,fen,moderately rich,horizontal,,N,,,,,sedge; moss
76,Z-1971-26,Z-1971-26-A,67.1,-134.28,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,282,Y,,100,0,Y,18,,1466.7,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,Sphagnum; lichen
77,Z-1971-26,Z-1971-26-B,67.1,-134.28,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,178,Y,,100,0,Y,33,,906.1,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; lichen
78,Z-1971-27,Z-1971-27-A,67.27,-135.52,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,236,Y,,100,0,Y,25,,1174.4,bog,,polygonal peat plateau,lichen,N,"edge, margin, or rim",,,,lichen
79,Z-1971-27,Z-1971-27-C,67.27,-135.52,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,193,Y,,100,0,Y,28,,999.7,bog,,polygonal peat plateau,lichen,N,center,,,,lichen
80,Z-1971-28,Z-1971-28-A,66.77,-133.73,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,183,Y,,100,0,Y,15,,488.2,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,Ericaceae; lichen
81,Z-1971-28,Z-1971-28-B,66.77,-133.73,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,219,Y,,100,0,Y,35,,990,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,Ericaceae; lichen
82,Z-1971-28,Z-1971-28-C,66.77,-133.73,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,198,Y,,100,0,Y,41,,572.9,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; lichen
83,Z-1971-29,Z-1971-29,66.77,-133.73,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,213,Y,,100,0,Y,25,,1101.2,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; lichen
84,Z-1971-30,Z-1971-30,66.77,-133.73,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,307,Y,,100,0,Y,68,,1088.4,bog,,palsa,,N,center,,,,Rhododendron groenlandicum; lichen
85,Z-1971-31,Z-1971-31-A,66.67,-132.7,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,204,Y,,100,0,Y,28,,708.2,bog,,peat plateau,,N,"edge, margin, or rim",,,,Rhododendron groenlandicum; lichen
86,Z-1971-31,Z-1971-31-B,66.67,-132.7,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,150,Y,,100,0,Y,33,,744.3,bog,,peat plateau,lichen,N,center,,,,lichen
87,Z-1971-32,Z-1971-32-A,66.67,-132.7,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,191,Y,,100,0,Y,40,,508.5,bog,,peat plateau,,N,"edge, margin, or rim",,,,
88,Z-1971-32,Z-1971-32-B,66.67,-132.7,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,155,Y,,94.8,0,Y,33,,696.2,bog,,peat plateau,,N,center,,,,
89,Z-1971-33,Z-1971-33-A,66.6,-133.43,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,350,N,Y,100,0,Y,35,,869.3,bog,,palsa,treed : coniferous,Y,center,,,,Rhododendron groenlandicum; lichen
90,Z-1971-33,Z-1971-33-B,66.6,-133.43,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,320,Y,,100,0,Y,25,,1062.6,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; lichen
91,Z-1971-35,Z-1971-35,67.33,-134.6,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,137,Y,,100,0,Y,33,,490.6,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,Sphagnum; lichen
92,Z-1971-36,Z-1971-36,67.18,-134.55,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",NT,1971,,,ZMX,,,,,142,Y,,100,0,Y,41,,714.8,fen,poor,horizontal,treed : coniferous,Y,,,,,Larix; sedge
93,Z-1972-1,Z-1972-1,66.52,-134.2,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",YT,1972,,,ZMX,,,,,182,Y,,100,0,Y,18,,281.5,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; Rhododendron groenlandicum
94,Z-1972-2,Z-1972-2-A,66.75,-135.37,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",YT,1972,,,ZMX,,,,,242,Y,,100,0,Y,14,,610.3,bog,,peat plateau,treed : coniferous,Y,"edge, margin, or rim",,,,
95,Z-1972-3,Z-1972-3-A,66.82,-135.35,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",YT,1972,,,ZMX,,,,,466,Y,,100,0,Y,13,,1377.9,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; lichen
96,Z-1972-4,Z-1972-4-A,66.82,-135.35,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",YT,1972,,,ZMX,,,,,126,Y,,100,0,Y,12,,575.4,bog,,peat plateau,,N,"edge, margin, or rim",,,,Betula; Sphagnum
97,Z-1972-6,Z-1972-6-A,66.82,-135.35,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",YT,1972,,,ZMX,,,,,236,Y,,100,0,Y,30,,536.7,bog,,peat plateau,treed : coniferous,Y,center,,,,Sphagnum; lichen
98,Z-1972-6,Z-1972-6-B,66.82,-135.35,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",YT,1972,,,ZMX,,,,,130,Y,,100,0,Y,21,,323.7,bog,,palsa,treed : coniferous,Y,center,,,,Sphagnum; lichen
